,Cost ($),Emission (kg CO2)
5,398812.15211068204,4455864.095608325
6,396905.9257323975,4497032.329538324
7,394999.6993541129,4538200.563468325
8,393093.4729758284,4579368.797398325
9,391175.27389664855,4620790.100110522
10,,
0,427650.1598427215,4403463.728080238
1,425939.8122022472,4441573.780293519
2,424044.9476797768,4483766.144728519
3,422150.08315730654,4525958.509163518
4,420255.2186348361,4568150.873598521
5,418360.3541123658,4610343.23803352
6,416465.4895898955,4652535.6024685195
7,414570.625067425,4694727.96690352
8,412675.76054495486,4736920.331338519
9,410770.61908917426,4779354.188434075
10,,
0,417382.361175524,4289498.201684196
1,415820.7084629473,4323895.903688075
2,414097.83238613856,4361809.666948076
3,412374.9563093298,4399723.430208075
4,410652.080232521,4437637.193468076
5,408929.2041557123,4475550.956728076
6,407206.3280789034,4513464.719988076
7,405483.45200209453,4551378.483248076
8,403760.57592528575,4589292.246508075
9,402027.9592865421,4627440.410668597
10,,
0,412434.37371641904,4287980.97925909
1,410718.3794595939,4325446.434691456
2,408825.6988355895,4366686.187086456
3,406933.01821158483,4407925.939481456
4,405040.3375875805,4449165.691876455
5,403147.656963576,4490405.4442714555
6,401254.9763395715,4531645.196666455
7,399362.29571556713,4572884.949061454
8,397469.61509156256,4614124.7014564555
9,395563.69489560544,4655665.52690367
10,,
0,422158.0419381691,4278692.556653428
1,420475.990662289,4315719.721096974
2,418614.8072589575,4356679.726906976
3,416753.6238556261,4397639.732716975
4,414892.4404522946,4438599.738526974
5,413031.2570489631,4479559.744336975
6,411170.0736456317,4520519.750146974
7,409308.8902423001,4561479.755956975
8,407447.70683896873,4602439.761766975
9,405572.7854486213,4643686.681772226
10,,
0,425676.0032525753,4458201.503957606
1,423993.71211008256,4495252.754882724
2,422111.0688022576,4536510.860207724
3,420228.42549443286,4577768.965532724
4,418345.7821866081,4619027.070857723
5,416463.1388787833,4660285.176182724
6,414580.4955709585,4701543.281507723
7,412697.85226313374,4742801.386832723
8,410815.20895530883,4784059.492157723
9,408920.2281807642,4825581.722800296
10,,
0,423341.25602710183,4451249.839130703
1,421668.6293582177,4487449.740185518
2,419801.6588234815,4527766.765645518
3,417934.6882887455,4568083.791105518
4,416067.7177540093,4608400.816565518
5,414200.7472192733,4648717.8420255175
6,412333.77668453724,4689034.867485518
7,410466.8061498012,4729351.892945519
8,408599.83561506495,4769668.918405517
9,406712.7560979298,4810379.721514241
10,,
0,407619.39683525846,4273076.9991659
1,405891.79264429817,4310729.02243152
2,404007.2251740609,4351715.70864652
3,402122.6577038233,4392702.394861519
4,400238.090233586,4433689.081076519
5,398353.5227633486,4474675.767291519
6,396468.95529311104,4515662.453506518
7,394584.3878228738,4556649.139721519
8,392699.82035263634,4597635.82593652
9,390794.2809375558,4639051.601664963
10,,
0,428930.21628621843,4442961.768612427
1,427291.59874713933,4479108.28467504
2,425493.7825261206,4518700.54825004
3,423695.96630510193,4558292.811825039
4,421898.1500840831,4597885.07540004
5,420100.33386306436,4637477.338975038
6,418302.51764204574,4677069.60255004
7,416504.701421027,4716661.86612504
8,414706.8852000083,4756254.1297000395
9,412897.52012238564,4796107.741430834
10,,
0,401127.26259863476,4142402.9192018816
1,399378.6327535821,4180559.507876112
2,397444.0853744394,4222652.639031112
3,395509.5379952969,4264745.770186112
4,393574.9906161543,4306838.901341111
5,391640.4432370118,4348932.032496112
6,389705.8958578692,4391025.163651111
7,387771.3484787267,4433118.294806112
8,385836.8010995842,4475211.425961111
9,383881.6891012984,4517789.241918523
10,,
0,389425.11278372246,3995656.2168974695
1,387780.6222701842,4032068.5161613263
2,385951.39058619767,4072465.5175013253
3,384122.158902211,4112862.518841326
4,382292.9272182244,4153259.5201813257
5,380463.69553423766,4193656.521521326
6,378634.4638502511,4234053.522861325
7,376805.23216626444,4274450.524201326
8,374976.0004822778,4314847.525541326
9,373124.5810787261,4355734.057750389
10,,
0,405726.34450494783,4199660.744406581
1,403929.9180880857,4239621.939969016
2,401971.26366086624,4283073.685074016
3,400012.60923364677,4326525.430179016
4,398053.9548064271,4369977.175284016
5,396095.30037920765,4413428.920389016
6,394136.645951988,4456880.665494015
7,392177.99152476847,4500332.410599017
8,390219.3370975489,4543784.155704017
9,388251.79366770625,4587439.044566897
10,,
0,418041.04754641704,4332165.705265883
1,416285.2341473336,4370759.516341534
2,414354.61207840964,4413125.811671535
3,412423.9900094856,4455492.107001533
4,410493.3679405616,4497858.402331534
5,408562.7458716377,4540224.697661532
6,406632.1238027137,4582590.992991535
7,404701.5017337897,4624957.288321534
8,402770.8796648658,4667323.583651533
9,400808.41724264063,4710314.673707724
10,,
0,411761.44080434315,4287125.773627601
1,410094.8918855972,4324433.273153291
2,408271.80061561946,4365112.687403291
3,406448.70934564155,4405792.101653292
4,404625.6180756637,4446471.51590329
5,402802.5268056858,4487150.930153291
6,400979.43553570803,4527830.34440329
7,399156.3442657302,4568509.7586532915
8,397333.2529957523,4609189.172903291
9,395499.6501359206,4650083.38288935
10,,
0,421065.239817155,4399945.288411592
1,419407.45311901247,4436224.641300068
2,417583.2898180532,4476035.479650068
3,415759.126517094,4515846.318000069
4,413934.96321613487,4555657.156350069
5,412110.79991517577,4595467.994700069
6,410286.63661421655,4635278.833050069
7,408462.47331325745,4675089.671400069
8,406638.31001229835,4714900.50975007
9,404802.84732542495,4754938.250614079
10,,
0,390195.0579543539,4058441.0344599523
1,388601.1167783959,4094867.837845445
2,386864.656896008,4134413.566840446
3,385128.1970136201,4173959.295835446
4,383391.73713123216,4213505.024830447
5,381655.27724884433,4253050.753825446
6,379918.81736645644,4292596.482820446
7,378182.35748406855,4332142.211815446
8,376445.8976016806,4371687.940810446
9,374695.7878995497,4411540.848223333
10,,
0,434402.3139453843,4561224.678841459
1,432703.7679401208,4597549.0795126725
2,430812.9657198708,4638010.515032672
3,428922.163499621,4678471.950552671
4,427031.36127937114,4718933.386072673
5,425140.55905912124,4759394.821592672
6,423249.75683887146,4799856.257112672
7,421358.9546186217,4840317.692632672
8,419468.15239837184,4880779.128152672
9,417567.62222982966,4921459.955552346
10,,
0,403359.0427297164,4177999.118140516
1,401660.271767804,4215470.529703245
2,399794.40715943003,4256555.6144432435
3,397928.542551056,4297640.699183243
4,396062.67794268206,4338725.783923243
5,394196.8133343082,4379810.868663243
6,392330.94872593426,4420895.953403244
7,390465.08411756024,4461981.038143243
8,388599.2195091862,4503066.122883244
9,386717.49150785286,4544510.565446764
10,,
0,435128.99933576095,4502141.53392105
1,433427.1685587773,4539912.10969881
2,431539.85296309897,4581648.47160381
3,429652.53736742074,4623384.833508809
4,427765.22177174245,4665121.19541381
5,425877.90617606416,4706857.5573188085
6,423990.59058038594,4748593.91922381
7,422103.27498470765,4790330.28112881
8,420215.9593890294,4832066.64303381
9,418305.0790822593,4874309.158083867
10,,
0,405366.81964828516,4190775.2837633975
1,403705.57116314914,4226785.746112565
2,401877.37417854514,4266330.799492565
3,400049.17719394114,4305875.852872565
4,398220.98020933714,4345420.906252565
5,396392.78322473314,4384965.959632564
6,394564.5862401292,4424511.013012566
7,392736.3892555252,4464056.066392565
8,390908.19227092125,4503601.119772566
9,389067.4834050442,4543404.936515281
10,,
0,439699.0776035975,4535977.213096461
1,438022.2009606568,4573782.6915999185
2,436162.46290428506,4615582.1397399185
3,434302.7248479133,4657381.587879917
4,432442.98679154157,4699181.0360199185
5,430583.2487351699,4740980.484159918
6,428723.51067879813,4782779.932299917
7,426863.7726224264,4824579.380439918
8,425004.0345660547,4866378.828579918
9,423130.09732831497,4908486.473803134
10,,
0,413598.0419336178,4262386.583958932
1,411874.49616178,4300899.671567176
2,409968.2552645029,4343363.6708271755
3,408062.0143672257,4385827.670087175
4,406155.7734699485,4428291.669347175
5,404249.53257267136,4470755.668607174
6,402343.2916753943,4513219.667867176
7,400437.0507781171,4555683.667127176
8,398530.8098808398,4598147.666387175
9,396605.7675765553,4641038.844912972
10,,
0,439361.85385779425,4537698.461809609
1,437755.72086856357,4573208.539248081
2,435968.5132735866,4612613.405253081
3,434181.30567860935,4652018.27125808
4,432394.09808363224,4691423.137263081
5,430606.8904886552,4730828.00326808
6,428819.6828936781,4770232.8692730805
7,427032.4752987009,4809637.735278081
8,425245.26770372386,4849042.60128308
9,423445.0944619746,4888723.309418839
10,,
0,395137.2473381456,4093561.528591449
1,393477.2906743269,4130441.5805457463
2,391636.78133390873,4171136.541970746
3,389796.27199349063,4211831.503395746
4,387955.76265307254,4252526.464820745
5,386115.2533126545,4293221.426245746
6,384274.74397223647,4333916.387670745
7,382434.23463181837,4374611.349095745
8,380593.7252914003,4415306.310520745
9,378730.947368526,4456485.814280394
10,,
0,407207.77035896614,4173426.747057746
1,405528.79752770934,4211128.777697891
2,403675.7991410653,4252563.905832891
3,401822.800754421,4293999.033967892
4,399969.80236777687,4335434.162102891
5,398116.8039811327,4376869.290237891
6,396263.80559448845,4418304.41837289
7,394410.8072078442,4459739.546507892
8,392557.80882120004,4501174.674642892
9,390692.31438291544,4542877.405677342
10,,
0,425599.20518487226,4317963.2408595355
1,423932.40074501606,4355241.170162329
2,422084.89669669536,4396451.891187329
3,420237.3926483745,4437662.612212328
4,418389.88860005356,4478873.333237329
5,416542.38455173286,4520084.054262328
6,414694.88050341205,4561294.775287328
7,412847.3764550912,4602505.49631233
8,410999.8724067703,4643716.217337329
9,409138.5889343429,4685232.358375784
10,,
0,440814.9005217035,4616830.383633071
1,439123.72063244396,4654623.896667616
2,437264.94036392414,4696112.879457616
3,435406.16009540425,4737601.862247616
4,433547.37982688454,4779090.845037616
5,431688.5995583647,4820579.827827616
6,429829.8192898449,4862068.8106176155
7,427971.0390213251,4903557.793407616
8,426112.2587528053,4945046.776197616
9,424244.4271332355,4986743.127470846
10,,
0,421125.42295089684,4326116.174430026
1,419361.48350501014,4366303.562605585
2,417440.02624802623,4409935.468060586
3,415518.56899104215,4453567.3735155845
4,413597.11173405824,4497199.278970583
5,411675.65447707433,4540831.184425585
6,409754.19722009025,4584463.089880583
7,407832.7399631064,4628094.995335585
8,405911.2827061222,4671726.900790584
9,403978.46130569046,4715624.344082593
10,,
0,409327.586650553,4263585.2933753375
1,407657.39096196066,4300806.184800663
2,405808.89990300126,4341857.5004706625
3,403960.40884404175,4382908.816140663
4,402111.9177850824,4423960.131810663
5,400263.42672612297,4465011.447480664
6,398414.9356671636,4506062.763150662
7,396566.44460820424,4547114.078820663
8,394717.95354924485,4588165.394490662
9,392862.35293001396,4629372.856665255
10,,
0,426773.3408851555,4414697.275664313
1,425068.9364821079,4452254.06502054
2,423196.78260649025,4493405.30090054
3,421324.6287308726,4534556.53678054
4,419452.4748552549,4575707.7726605395
5,417580.32097963727,4616859.008540539
6,415708.16710401984,4658010.244420539
7,413836.013228402,4699161.48030054
8,411963.8593527845,4740312.71618054
9,410075.4123689288,4781830.352167388
10,,
0,408936.59961347206,4200648.920968002
1,407236.0651914326,4240403.319226598
2,405370.25382286933,4283800.623121598
3,403504.44245430606,4327197.927016599
4,401638.6310857428,4370595.230911598
5,399772.8197171796,4413992.534806598
6,397907.00834861636,4457389.838701598
7,396041.19698005315,4500787.142596598
8,394175.38561148994,4544184.446491599
9,392301.9699124533,4587756.586218056
10,,
0,425366.8254461462,4340297.255691617
1,423736.97912808176,4376433.651325086
2,421950.63202929305,4415943.742450086
3,420164.2849305043,4455453.833575087
4,418377.93783171556,4494963.924700086
5,416591.5907329268,4534474.015825086
6,414805.243634138,4573984.106950087
7,413018.89653534937,4613494.198075086
8,411232.54943656066,4653004.289200085
9,409427.4746661154,4692910.358232184
10,,
0,416611.05113664566,4424255.395947168
1,414987.13596781093,4459335.553669024
2,413191.38470283087,4498007.440909024
3,411395.6334378507,4536679.328149024
4,409599.8821728705,4575351.2153890245
5,407804.1309078903,4614023.102629025
6,406008.3796429101,4652694.989869024
7,404212.6283779299,4691366.877109024
8,402416.8771129498,4730038.764349025
9,400605.03589578025,4769063.327434382
10,,
0,409548.05401429173,4248345.926558708
1,407819.1191861076,4287856.256868818
2,405930.07938324095,4330957.145358818
3,404041.0395803742,4374058.033848818
4,402151.9997775075,4417158.922338818
5,400262.95997464086,4460259.810828817
6,398373.92017177405,4503360.699318818
7,396484.8803689073,4546461.587808818
8,394595.84056604066,4589562.476298818
9,392701.4402340563,4632763.093355571
10,,
0,422218.13782967103,4342388.573250845
1,420457.08047198463,4381342.770229695
2,418531.82636426116,4423771.819644696
3,416606.5722565376,4466200.869059696
4,414681.31814881414,4508629.918474696
5,412756.06404109066,4551058.967889696
6,410830.8099333671,4593488.017304696
7,408905.55582564365,4635917.066719697
8,406980.30171792017,4678346.116134698
9,405049.0522588772,4720906.987446754
10,,
0,424674.9417409352,4503105.302526238
1,422970.3148974807,4539757.945360774
2,421086.9464823758,4580166.547130775
3,419203.57806727075,4620575.148900774
4,417320.2096521659,4660983.750670774
5,415436.84123706096,4701392.352440774
6,413553.472821956,4741800.954210774
7,411670.1044068511,4782209.555980774
8,409786.73599174607,4822618.157750774
9,407892.9124488378,4863256.54224086
10,,
0,422369.43222116266,4379415.955964878
1,420777.8712468896,4413969.913823997
2,419045.4630098928,4451596.706783997
3,417313.05477289594,4489223.499743995
4,415580.6465358994,4526850.2927039955
5,413848.2382989025,4564477.085663996
6,412115.83006190567,4602103.878623996
7,410383.42182490905,4639730.671583994
8,408651.0135879123,4677357.464543995
9,406912.60912613355,4715112.68364362
10,,
0,403914.7889397821,4193340.3686784506
1,402230.81694606843,4231029.307901227
2,400371.92270695255,4272504.913441228
3,398513.0284678367,4313980.518981227
4,396654.13422872074,4355456.124521228
5,394795.2399896051,4396931.7300612265
6,392936.34575048916,4438407.335601226
7,391077.4515113733,4479882.941141227
8,389218.55727225746,4521358.546681226
9,387348.21393189393,4563100.41601161
10,,
0,416282.5679112565,4303962.641090706
1,414613.99823976384,4341394.241108758
2,412777.7642858854,4382499.033293758
3,410941.53033200675,4423603.825478759
4,409105.2963781283,4464708.617663758
5,407269.06242424983,4505813.409848758
6,405432.8284703713,4546918.202033758
7,403596.5945164928,4588022.994218759
8,401760.3605626143,4629127.786403759
9,399914.4036609935,4670441.824617604
10,,
0,432066.65217642166,4507941.092477887
1,430409.2485447387,4544561.234210512
2,428580.5960780132,4584814.232100512
3,426751.9436112876,4625067.229990512
4,424923.2911445622,4665320.227880512
5,423094.63867783675,4705573.225770512
6,421265.98621111107,4745826.223660512
7,419437.3337443856,4786079.221550513
8,417608.68127766013,4826332.219440511
9,415762.6476117907,4866986.663994739
10,,
0,400263.4912006151,4057382.23069799
1,398491.0627598295,4097711.903925321
2,396557.56836433435,4141565.2136353212
3,394624.07396883925,4185418.5233453205
4,392690.579573344,4229271.833055319
5,390757.08517784893,4273125.142765323
6,388823.5907823539,4316978.4524753215
7,386890.09638685867,4360831.762185322
8,384956.6019913635,4404685.071895322
9,383008.09820257686,4448890.780135504
10,,
0,421791.0644876333,4340040.981391514
1,420118.14710269927,4378207.252735997
2,418278.7442603677,4419999.938520996
3,416439.3414180362,4461792.624305996
4,414599.9385757046,4503585.310090996
5,412760.53573337314,4545377.995875995
6,410921.1328910416,4587170.681660996
7,409081.73004870996,4628963.367445996
8,407242.3272063784,4670756.053230997
9,405380.9168012989,4712990.19731243
10,,
0,412245.490737432,4252788.24644532
1,410578.096178014,4290408.374583076
2,408718.1106121107,4332196.425598077
3,406858.12504620745,4373984.476613076
4,404998.13948030415,4415772.527628075
5,403138.1539144009,4457560.578643076
6,401278.16834849765,4499348.629658076
7,399418.1827825943,4541136.680673076
8,397558.19721669104,4582924.731688077
9,395686.3012042112,4624973.082520779
10,,
0,443534.9600562172,4612292.399836798
1,441830.4754963601,4649411.292678936
2,439954.0833932627,4690193.382888936
3,438077.6912901653,4730975.473098937
4,436201.2991870679,4771757.5633089375
5,434324.9070839704,4812539.6535189375
6,432448.5149808731,4853321.7437289385
7,430572.12287777563,4894103.833938937
8,428695.73077467823,4934885.924148937
9,426811.61302285735,4975829.50227304
10,,
0,410660.9179679977,4268647.943516443
1,408979.6670343281,4304792.736368459
2,407122.3788768021,4344680.924058459
3,405265.09071927617,4384569.111748458
4,403407.80256175017,4424457.299438457
5,401550.5144042241,4464345.487128458
6,399693.22624669806,4504233.674818457
7,397835.93808917206,4544121.862508458
8,395978.649931646,4584010.050198457
9,394112.2640334876,4624106.798008047
10,,
0,399966.3745552958,4105215.674633836
1,398334.1161596687,4141983.628207024
2,396528.7984371808,4182486.4054520247
3,394723.48071469297,4222989.182697024
4,392918.16299220495,4263491.959942024
5,391112.84526971704,4303994.737187024
6,389307.52754722914,4344497.514432024
7,387502.20982474124,4385000.291677025
8,385696.89210225333,4425503.068922024
9,383878.9658017788,4466288.137014062
10,,
0,403634.7999998233,4165547.138568948
1,402042.1018743321,4201180.569962212
2,400258.77662235074,4240995.910952211
3,398475.45137036947,4280811.251942211
4,396692.126118388,4320626.592932211
5,394908.8008664067,4360441.933922213
6,393125.4756144253,4400257.274912211
7,391342.150362444,4440072.6159022115
8,389558.82511046267,4479887.956892212
9,387766.0381480159,4519908.419243896
10,,
0,397598.99133123126,4083798.0210342635
1,396013.1952029658,4119327.7989734714
2,394252.5511622229,4158655.6901284703
3,392491.9071214799,4197983.581283472
4,390731.2630807369,4237311.472438471
5,388970.61903999385,4276639.363593472
6,387209.97499925096,4315967.254748471
7,385449.3309585079,4355295.145903471
8,383688.686917765,4394623.037058471
9,381914.9142035826,4434243.415620651
10,,
0,427022.5691648909,4416334.956819402
1,425400.58214497677,4452883.951069443
2,423579.45065370714,4493662.120814443
3,421758.31916243775,4534440.290559443
4,419937.1876711681,4575218.460304444
5,418116.0561798986,4615996.630049443
6,416294.9246886291,4656774.799794442
7,414473.7931973596,4697552.969539443
8,412652.6617060901,4738331.139284442
9,410822.65680662484,4779306.793826847
10,,
0,425049.1827312494,4411731.727464366
1,423404.5820540875,4448538.2914552465
2,421564.2445602849,4489617.643505247
3,419723.90706648247,4530696.995555247
4,417883.5695726798,4571776.347605247
5,416043.2320788774,4612855.699655246
6,414202.8945850748,4653935.051705247
7,412362.55709127226,4695014.403755247
8,410522.2195974697,4736093.7558052465
9,408664.42097744223,4777505.135051848
10,,
0,416448.12885948096,4321369.390600691
1,414704.43950995774,4359463.532400534
2,412784.37963342085,4401398.073610535
3,410864.31975688384,4443332.614820534
4,408944.2598803469,4485267.156030535
5,407024.2000038098,4527201.697240535
6,405104.1401272729,4569136.238450534
7,403184.080250736,4611070.779660535
8,401264.02037419897,4653005.320870534
9,399325.3431569067,4695325.198790678
10,,
0,437590.30848550133,4558699.57599778
1,435821.55946094345,4597324.302038605
2,433871.570015346,4639850.279028606
3,431921.5805697482,4682376.256018607
4,429971.5911241504,4724902.233008605
5,428021.6016785527,4767428.209998606
6,426071.6122329548,4809954.186988606
7,424121.62278735725,4852480.1639786055
8,422171.63334175956,4895006.140968606
9,420211.9406506927,4937722.720816676
10,,
0,419550.8055906522,4307005.354634808
1,417752.0474706207,4347069.857345556
2,415794.50690478,4390625.411735555
3,413836.96633893915,4434180.966125554
4,411879.4257730984,4477736.5205155555
5,409921.88520725764,4521292.074905556
6,407964.34464141686,4564847.629295557
7,406006.8040755761,4608403.183685556
8,404049.26350973535,4651958.738075554
9,402082.05564386473,4695728.702186084
10,,
0,424682.2661069105,4423746.968422433
1,423014.10197348456,4460322.128338202
2,421162.9405428593,4500792.793613202
3,419311.77911223425,4541263.458888202
4,417460.6176816089,4581734.124163202
5,415609.4562509837,4622204.789438201
6,413758.2948203584,4662675.454713201
7,411907.1333897334,4703146.119988203
8,410055.971959108,4743616.785263202
9,408194.22609562526,4784311.724950497
10,,
0,403868.45974864886,4247036.032671855
1,402265.0212907023,4281592.366904715
2,400482.0403259293,4319942.047109716
3,398699.05936115637,4358291.727314715
4,396916.07839638356,4396641.407519715
5,395133.0974316106,4434991.0877247155
6,393350.1164668377,4473340.767929716
7,391567.1355020648,4511690.448134716
8,389784.1545372918,4550040.128339715
9,387988.1021027706,4588657.245131075
10,,
0,405199.32371107535,4133560.318330157
1,403419.0499302227,4173620.219372931
2,401475.3844253479,4217203.932417931
3,399531.7189204732,4260787.645462931
4,397588.0534155985,4304371.358507931
5,395644.38791072374,4347955.071552931
6,393700.7224058491,4391538.784597931
7,391757.05690097436,4435122.4976429315
8,389813.3913960997,4478706.210687931
9,387861.8841701287,4522467.3658051435
10,,
0,423254.11445017596,4327549.904340367
1,421648.4379340553,4364119.298149899
2,419872.1785740339,4404454.9703648975
3,418095.9192140125,4444790.642579898
4,416319.65985399106,4485126.314794897
5,414543.40049396973,4525461.987009898
6,412767.14113394835,4565797.659224898
7,410990.8817739271,4606133.3314398965
8,409214.62241390557,4646469.003654898
9,407415.04095661204,4687337.240500438
10,,
0,391570.91593536513,3968866.0844574654
1,389891.62178374897,4006291.378993257
2,388043.51429145754,4047398.5265232576
3,386195.4067991661,4088505.674053258
4,384347.29930687445,4129612.821583258
5,382499.19181458297,4170719.9691132577
6,380651.08432229154,4211827.116643257
7,378802.97683,4252934.264173257
8,376954.8693377085,4294041.411703258
9,375092.3899382196,4335478.797969209
10,,
0,429780.2071572241,4412971.329195425
1,428138.61191377504,4449390.469663327
2,426340.2976024694,4489203.627953326
3,424541.9832911638,4529016.786243326
4,422743.6689798583,4568829.944533327
5,420945.35466855264,4608643.102823327
6,419147.0403572469,4648456.261113326
7,417348.72604594135,4688269.419403326
8,415550.41173463577,4728082.577693326
9,413744.6554549598,4768054.850970876
10,,
0,425742.9241816081,4353289.563108264
1,424078.929429673,4391288.631802689
2,422241.64253325865,4433189.021422691
3,420404.35563684447,4475089.41104269
4,418567.0687404302,4516989.800662691
5,416729.781844016,4558890.190282689
6,414892.49494760187,4600790.579902689
7,413055.2080511875,4642690.9695226895
8,411217.9211547732,4684591.359142689
9,409371.7419866729,4726687.040641938
10,,
0,408423.36661743163,4252253.596634999
1,406672.5585495829,4290954.838810536
2,404738.5643644836,4333642.346915537
3,402804.570179384,4376329.855020536
4,400870.5759942848,4419017.363125536
5,398936.5818091853,4461704.871230537
6,397002.58762408583,4504392.379335537
7,395068.59343898646,4547079.887440537
8,393134.5992538871,4589767.395545538
9,391188.1255418908,4632741.255133571
10,,
0,438853.87076421967,4472448.674150001
1,437143.9549841868,4510763.84559581
2,435257.1618340908,4552928.989790809
3,433370.3686839947,4595094.13398581
4,431483.57553389866,4637259.278180809
5,429596.78238380264,4679424.422375811
6,427709.9892337065,4721589.566570811
7,425823.1960836106,4763754.710765811
8,423936.40293351444,4805919.854960811
9,422042.14582486416,4848270.854850736
10,,
0,418051.61287072545,4367504.001781209
1,416469.4782389182,4402522.155149822
2,414737.69588878896,4440759.025534823
3,413005.9135386597,4478995.895919823
4,411274.1311885306,4517232.766304822
5,409542.34883840126,4555469.636689822
6,407810.56648827216,4593706.507074822
7,406078.78413814295,4631943.377459822
8,404347.0017880137,4670180.247844823
9,402602.4405225842,4708699.906251576
10,,
0,422370.9542368607,4392161.1850931095
1,420723.49112977076,4428301.830942122
2,418921.20502410544,4467768.941127122
3,417118.9189184403,4507236.0513121225
4,415316.6328127751,4546703.161497122
5,413514.3467071099,4586170.271682123
6,411712.0606014446,4625637.381867122
7,409909.7744957794,4665104.492052122
8,408107.48839011433,4704571.602237121
9,406292.46543929237,4744329.84483846
10,,
0,446889.29178528406,4609919.295490727
1,445181.42306697025,4647992.883247339
2,443283.1147300835,4690125.291322339
3,441384.80639319686,4732257.6993973395
4,439486.4980563101,4774390.107472339
5,437588.1897194235,4816522.515547339
6,435689.8813825367,4858654.92362234
7,433791.57304565,4900787.331697339
8,431893.2647087633,4942919.739772339
9,429988.80806707963,4985177.983527124
10,,
0,389272.2294928324,4025946.0794364465
1,387652.030279293,4062818.6405893634
2,385854.9917689131,4103500.489389363
3,384057.95325853344,4144182.338189364
4,382260.91474815365,4184864.1869893637
5,380463.8762377739,4225546.035789362
6,378666.83772739413,4266227.884589363
7,376869.79921701434,4306909.733389362
8,375072.7607066345,4347591.582189364
9,373254.24474890996,4388763.802307813
10,,
0,430511.84120654454,4483515.162926342
1,428842.71846796013,4520090.50177228
2,426993.11679405876,4560526.007692278
3,425143.5151201575,4600961.513612281
4,423293.9134462562,4641397.01953228
5,421444.3117723548,4681832.52545228
6,419594.7100984535,4722268.03137228
7,417745.10842455213,4762703.53729228
8,415895.50675065094,4803139.043212281
9,414033.394641147,4843840.7862978075
0,399460.35100117663,4143350.793682839
1,397762.9147907097,4181126.3980054767
2,395894.2006755406,4222512.945370477
3,394025.4865603713,4263899.492735476
4,392156.7724452021,4305286.040100477
5,390288.0583300329,4346672.587465476
6,388419.3442148637,4388059.134830476
7,386550.6300996946,4429445.682195477
8,384681.91598452535,4470832.229560479
9,382797.6033413698,4512552.375742982
10,,
0,419386.56947210303,4348931.261059247
1,417741.7597872938,4385558.251523035
2,415918.43367082253,4425999.414578035
3,414095.1075543513,4466440.577633034
4,412271.78143787995,4506881.740688034
5,410448.45532140863,4547322.903743034
6,408625.12920493743,4587764.066798034
7,406801.8030884661,4628205.229853034
8,404978.47697199485,4668646.392908035
9,403140.9288746109,4709430.6654594345
10,,
0,466746.10092679743,4857864.037950449
1,464890.963037372,4899581.542394624
2,462855.6198838227,4945259.242919623
3,460820.27673027373,4990936.943444624
4,458784.93357672443,5036614.643969625
5,456749.59042317537,5082292.344494624
6,454714.2472696263,5127970.045019624
7,452678.9041160772,5173647.7455446245
8,450643.56096252805,5219325.446069623
9,448593.1611652059,5265336.242859766
10,,
0,416140.94816029095,4270245.0063033
1,414381.2955157443,4309789.5882563125
2,412445.64809508575,4353153.075996313
3,410510.00067442725,4396516.563736313
4,408574.35325376876,4439880.051476313
5,406638.7058331103,4483243.539216313
6,404703.0584124518,4526607.026956312
7,402767.41099179327,4569970.514696312
8,400831.7635711347,4613334.002436312
9,398880.6990436794,4657054.288552901
10,,
0,404693.113565155,4156373.3940994567
1,403049.6643824758,4192825.086856862
2,401222.02821978834,4233320.444016862
3,399394.39205710095,4273815.801176863
4,397566.7558944136,4314311.158336862
5,395739.11973172607,4354806.515496862
6,393911.48356903874,4395301.872656862
7,392083.84740635136,4435797.229816862
8,390256.21124366386,4476292.5869768625
9,388421.971023247,4516901.905448157
10,,
0,426184.4993895901,4454577.759250223
1,424457.58105460077,4492321.586850087
2,422548.73101729515,4533984.625365087
3,420639.8809799894,4575647.6638800865
4,418731.03094268375,4617310.702395087
5,416822.18090537784,4658973.740910087
6,414913.3308680723,4700636.779425087
7,413004.4808307666,4742299.817940087
8,411095.6307934609,4783962.856455086
9,409173.3319244751,4825917.674468707
10,,
0,419767.7376511276,4370001.562198161
1,418097.0909870274,4405535.388904386
2,416237.42627155915,4445057.531964385
3,414377.7615560909,4484579.675024386
4,412518.0968406227,4524101.818084385
5,410658.4321251545,4563623.961144385
6,408798.76740968635,4603146.104204386
7,406939.10269421793,4642668.247264385
8,405079.43797874963,4682190.390324385
9,403213.90730662504,4721837.676639643
10,,
0,421937.43188039726,4379971.226667415
1,420188.8622428335,4418418.274963316
2,418271.3435034502,4460476.7026483165
3,416353.824764067,4502535.130333316
4,414436.3060246839,4544593.558018316
5,412518.7872853007,4586651.9857033165
6,410601.2685459175,4628710.413388316
7,408683.74980653427,4670768.841073316
8,406766.23106715106,4712827.268758316
9,404841.61799443,4755037.092345652
10,,
0,418783.1210485691,4331247.258792323
1,417157.31716710003,4367405.211323825
2,415356.02300243755,4407355.686628824
3,413554.72883777483,4447306.1619338235
4,411753.43467311235,4487256.637238823
5,409952.1405084499,4527207.112543824
6,408150.8463437872,4567157.5878488235
7,406349.55217912473,4607108.063153824
8,404548.25801446225,4647058.538458823
9,402733.86463678547,4687297.539415334
10,,
0,400871.3662694896,4163157.2252590107
1,399223.55870927527,4199784.138637272
2,397394.09877309634,4240272.927987271
